step, rate, time, speed, throttle, brake, steer
365, 0.009999999999999787, 0.009999999999999787, 0.0, 0.0012499999999999734, 0.0, 0.0
366, 0.009999999999999787, 0.019999999999999574, 0.0, 0.0024999999999999467, 0.0, 0.0
367, 0.010000000000000675, 0.03000000000000025, -3.6536130210151896e-06, 0.003750000000000031, 0.0, 0.0
368, 0.009999999999999787, 0.040000000000000036, -6.484117875515949e-06, 0.0050000000000000044, 0.0, 0.0
369, 0.009999999999999787, 0.04999999999999982, -9.076959031517617e-06, 0.006249999999999978, 0.0, 0.0
370, 0.009999999999999787, 0.05999999999999961, -1.0875995030801278e-05, 0.007499999999999951, 0.0, 0.0
371, 0.010000000000000675, 0.07000000000000028, -1.2231253094796557e-05, 0.008750000000000036, 0.0, 0.0
372, 0.009999999999999787, 0.08000000000000007, -1.3498743101081345e-05, 0.010000000000000009, 0.0, 0.0
373, 0.009999999999999787, 0.08999999999999986, -1.450404215574963e-05, 0.011249999999999982, 0.0, 0.0
374, 0.009999999999999787, 0.09999999999999964, -1.523015907878289e-05, 0.012499999999999956, 0.0, 0.0
375, 0.010000000000000675, 0.11000000000000032, -1.5859730410738848e-05, 0.01375000000000004, 0.0, 0.0
376, 0.009999999999999787, 0.1200000000000001, -0.014873196370899677, 0.015000000000000013, 0.0, 0.0
377, 0.009999999999999787, 0.1299999999999999, 0.026707341894507408, 0.016249999999999987, 0.0, 0.0
378, 0.009999999999999787, 0.13999999999999968, -0.014295391738414764, 0.01749999999999996, 0.0, 0.0
379, 0.010000000000000675, 0.15000000000000036, -0.008901459164917469, 0.018750000000000044, 0.0, 0.0
380, 0.009999999999999787, 0.16000000000000014, -0.012650402262806892, 0.020000000000000018, 0.0, 0.0
381, 0.009999999999999787, 0.16999999999999993, -0.00756739592179656, 0.02124999999999999, 0.0, 0.0
382, 0.009999999999999787, 0.17999999999999972, -0.011394613422453403, 0.022499999999999964, 0.0, 0.0
383, 0.010000000000000675, 0.1900000000000004, -0.006400019396096468, 0.02375000000000005, 0.0, 0.0
384, 0.009999999999999787, 0.20000000000000018, -0.010296470485627651, 0.025000000000000022, 0.0, 0.0
385, 0.009999999999999787, 0.20999999999999996, -0.005364610347896814, 0.026249999999999996, 0.0, 0.0
386, 0.009999999999999787, 0.21999999999999975, -0.009317501448094845, 0.02749999999999997, 0.0, 0.0
387, 0.010000000000000675, 0.23000000000000043, -0.004434427246451378, 0.028750000000000053, 0.0, 0.0
388, 0.009999999999999787, 0.2400000000000002, -0.008436021395027637, 0.030000000000000027, 0.0, 0.0
389, 0.009999999999999787, 0.25, -0.0035910389851778746, 0.03125, 0.0, 0.0
390, 0.009999999999999787, 0.2599999999999998, -0.007631842978298664, 0.03249999999999997, 0.0, 0.0
391, 0.009999999999999787, 0.2699999999999996, -0.002816081279888749, 0.03374999999999995, 0.0, 0.0
392, 0.010000000000000675, 0.28000000000000025, -0.006884498987346888, 0.03500000000000003, 0.0, 0.0
393, 0.009999999999999787, 0.29000000000000004, -0.002092926064506173, 0.036250000000000004, 0.0, 0.0
394, 0.009999999999999787, 0.2999999999999998, -0.006185589358210564, 0.03749999999999998, 0.0, 0.0
395, 0.009999999999999787, 0.3099999999999996, -0.0014128823531791568, 0.03874999999999995, 0.0, 0.0
396, 0.010000000000000675, 0.3200000000000003, -0.00552183436229825, 0.040000000000000036, 0.0, 0.0
397, 0.009999999999999787, 0.33000000000000007, -0.0007611114997416735, 0.04125000000000001, 0.0, 0.0
398, 0.009999999999999787, 0.33999999999999986, -0.004879997111856937, 0.04249999999999998, 0.0, 0.0
399, 0.009999999999999787, 0.34999999999999964, -0.00013078322808723897, 0.043749999999999956, 0.0, 0.0
400, 0.010000000000000675, 0.3600000000000003, -0.004258821718394756, 0.04500000000000004, 0.0, 0.0
401, 0.009999999999999787, 0.3700000000000001, 0.0004824924108106643, 0.04625000000000001, 0.0, 0.0
402, 0.009999999999999787, 0.3799999999999999, -0.00365269323810935, 0.04749999999999999, 0.0, 0.0
403, 0.009999999999999787, 0.3899999999999997, 0.0010865969816222787, 0.04874999999999996, 0.0, 0.0
404, 0.010000000000000675, 0.40000000000000036, -0.0030500367283821106, 0.050000000000000044, 0.0, 0.0
405, 0.009999999999999787, 0.41000000000000014, 0.0016852507833391428, 0.05125000000000002, 0.0, 0.0
406, 0.009999999999999787, 0.41999999999999993, -0.0024518438149243593, 0.05249999999999999, 0.0, 0.0
407, 0.009999999999999787, 0.4299999999999997, 0.0022828567307442427, 0.053749999999999964, 0.0, 0.0
408, 0.010000000000000675, 0.4400000000000004, -0.0018549151718616486, 0.05500000000000005, 0.0, 0.0
409, 0.009999999999999787, 0.4500000000000002, 0.002879044273868203, 0.05625000000000002, 0.0, 0.0
410, 0.009999999999999787, 0.45999999999999996, -0.0012586903758347034, 0.057499999999999996, 0.0, 0.0
411, 0.009999999999999787, 0.46999999999999975, 0.003475319128483534, 0.05874999999999997, 0.0, 0.0
412, 0.010000000000000675, 0.4800000000000004, -0.0006598726031370461, 0.06000000000000005, 0.0, 0.0
413, 0.009999999999999787, 0.4900000000000002, 0.004078754689544439, 0.06125000000000003, 0.0, 0.0
414, 0.009999999999999787, 0.5, -5.4748172260588035e-05, 0.0625, 0.0, 0.0
415, 0.009999999999999787, 0.5099999999999998, 0.0046861618757247925, 0.06374999999999997, 0.0, 0.0
416, 0.009999999999999787, 0.5199999999999996, 0.0005588642088696361, 0.06499999999999995, 0.0, 0.0
417, 0.010000000000000675, 0.5300000000000002, 0.005305520724505186, 0.06625000000000003, 0.0, 0.0
418, 0.009999999999999787, 0.54, 0.0011819847859442234, 0.0675, 0.0, 0.0
419, 0.009999999999999787, 0.5499999999999998, 0.005931643303483725, 0.06874999999999998, 0.0, 0.0
420, 0.009999999999999787, 0.5599999999999996, 0.0018136275466531515, 0.06999999999999995, 0.0, 0.0
421, 0.010000000000000675, 0.5700000000000003, 0.006568638142198324, 0.07125000000000004, 0.0, 0.0
422, 0.009999999999999787, 0.5800000000000001, 0.0024532328825443983, 0.07250000000000001, 0.0, 0.0
423, 0.009999999999999787, 0.5899999999999999, 0.007214554585516453, 0.07374999999999998, 0.0, 0.0
424, 0.009999999999999787, 0.5999999999999996, 0.0031064399518072605, 0.07499999999999996, 0.0, 0.0
425, 0.010000000000000675, 0.6100000000000003, 0.00787433236837387, 0.07625000000000004, 0.0, 0.0
426, 0.009999999999999787, 0.6200000000000001, 0.0, 0.07750000000000001, 0.0, 0.0
427, 0.009999999999999787, 0.6299999999999999, 0.005057533271610737, 0.07874999999999999, 0.0, 0.0
428, 0.009999999999999787, 0.6399999999999997, 0.0011609167559072375, 0.07999999999999996, 0.0, 0.0
429, 0.010000000000000675, 0.6500000000000004, 0.0061568222008645535, 0.08125000000000004, 0.0, 0.0
430, 0.009999999999999787, 0.6600000000000001, 0.002235386287793517, 0.08250000000000002, 0.0, 0.0
431, 0.009999999999999787, 0.6699999999999999, 0.007211183197796345, 0.08374999999999999, 0.0, 0.0
432, 0.009999999999999787, 0.6799999999999997, 0.003271393943578005, 0.08499999999999996, 0.0, 0.0
433, 0.010000000000000675, 0.6900000000000004, 0.008233757689595222, 0.08625000000000005, 0.0, 0.0
434, 0.009999999999999787, 0.7000000000000002, 0.004283515270799398, 0.08750000000000002, 0.0, 0.0
435, 0.009999999999999787, 0.71, 0.009234721772372723, 0.08875, 0.0, 0.0
436, 0.009999999999999787, 0.7199999999999998, 0.005274621769785881, 0.08999999999999997, 0.0, 0.0
