step,rate,time,speed,throttle,brake,steer,x,y,yaw,idx,ev,elat,eyaw,sp_x,sp_y,sp_yaw,sp_v,sp_curvature
601,0.019999999999999574,0.019999999999999574,0.0,0.0004999999999999894,0.0,0.0,-184.0900115966797,189.78396606445312,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0.019999999999999574,0.03999999999999915,0.0030751575250178576,0.0015000000000000126,0.0,0.0,-184.0900115966797,189.78392028808594,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,0.02000000000000135,0.0600000000000005,0.0013147348072379827,0.0024999999999999914,0.0,0.0,-184.0900115966797,189.78384399414062,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,0.019999999999999574,0.08000000000000007,0.000300412270007655,0.0035000000000000144,0.0,0.0,-184.0900115966797,189.78378295898438,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.019999999999999574,0.09999999999999964,-0.00034383274032734334,0.004499999999999993,0.0,0.0,-184.0900115966797,189.7837677001953,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,0.019999999999999574,0.11999999999999922,-0.0007761369342915714,0.005500000000000015,0.0,0.0,-184.0900115966797,189.78375244140625,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,0.02000000000000135,0.14000000000000057,-0.0010792885441333055,0.006499999999999995,0.0,0.0,-184.0900115966797,189.7837677001953,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,0.019999999999999574,0.16000000000000014,-0.0013038752367720008,0.007500000000000019,0.0,0.0,-184.0900115966797,189.7837677001953,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,0.019999999999999574,0.17999999999999972,-0.0014739808393642306,0.008499999999999997,0.0,0.0,-184.0900115966797,189.7837677001953,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0.019999999999999574,0.1999999999999993,-0.0016089994460344315,0.00950000000000002,0.0,0.0,-184.0900115966797,189.78378295898438,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,0.02000000000000135,0.22000000000000064,-0.001716204104013741,0.0105,0.0,0.0,-184.0900115966797,189.78379821777344,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,0.019999999999999574,0.2400000000000002,-0.0017975644441321492,0.011500000000000022,0.0,0.0,-184.0900115966797,189.78382873535156,-1.5747812147339821,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
